date,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,quality_score,search_impression_share,conversion_rate,channel,data_source
2024-02-24,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25059,1350,256,51,2600.0,0.0539,0.19,9,0.92,0.0381,Paid Search,Google Ads
2024-02-24,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48652,938,600,26,1300.0,0.0193,0.64,7,0.46,0.0283,Paid Search,Google Ads
2024-02-24,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,74659,2613,470,74,3550.0,0.035,0.18,8,0.68,0.0284,Paid Search,Google Ads
2024-02-24,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128561,488,136,14,750.0,0.0038,0.28,7,0.36,0.0295,Paid Search,Bing Ads
2024-02-25,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26745,1436,272,53,2450.0,0.0537,0.19,9,0.91,0.037,Paid Search,Google Ads
2024-02-25,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49284,970,620,24,1200.0,0.0197,0.64,7,0.45,0.0257,Paid Search,Google Ads
2024-02-25,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73138,2508,451,74,3300.0,0.0343,0.18,8,0.67,0.0297,Paid Search,Google Ads
2024-02-25,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129146,464,125,13,700.0,0.0036,0.27,7,0.35,0.0298,Paid Search,Google Ads
2024-02-26,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22564,1137,216,42,2150.0,0.0504,0.19,9,0.9,0.0371,Paid Search,Google Ads
2024-02-26,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42055,857,557,22,1050.0,0.0204,0.65,6,0.43,0.0257,Organic,Bing Ads
2024-02-26,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,63116,2089,376,60,3000.0,0.0331,0.18,8,0.65,0.0289,Paid Search,Google Ads
2024-02-26,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128597,462,120,12,600.0,0.0036,0.26,7,0.33,0.028,Paid Search,Google Ads
2024-02-27,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,20039,1003,190,37,2050.0,0.0501,0.19,9,0.89,0.0374,Paid Search,Google Ads
2024-02-27,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42343,851,553,20,950.0,0.0201,0.65,6,0.42,0.0242,Organic,Bing Ads
2024-02-27,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,62952,1989,358,54,2900.0,0.0316,0.18,8,0.64,0.0274,Paid Search,Google Ads
2024-02-27,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,121824,438,118,12,550.0,0.0036,0.27,7,0.32,0.0276,Organic,Google Ads
2024-02-28,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22645,1166,221,45,2300.0,0.0515,0.19,9,0.91,0.0391,Paid Search,Google Ads
2024-02-28,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45110,866,554,21,1100.0,0.0192,0.64,7,0.44,0.0246,Organic,Google Ads
2024-02-28,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70466,2304,414,69,3250.0,0.0327,0.18,8,0.66,0.0301,Paid Search,Google Ads
2024-02-28,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136843,478,129,12,650.0,0.0035,0.27,7,0.34,0.0266,Paid Search,Google Ads
2024-02-29,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26820,1426,270,55,2550.0,0.0532,0.19,9,0.92,0.0391,Paid Search,Google Ads
2024-02-29,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48672,983,619,25,1200.0,0.0202,0.63,7,0.45,0.0256,Paid Search,Google Ads
2024-02-29,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66911,2234,402,67,3450.0,0.0334,0.18,8,0.67,0.03,Paid Search,Google Ads
2024-02-29,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136109,503,135,14,700.0,0.0037,0.27,7,0.35,0.0292,Paid Search,Google Ads
2024-03-01,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24791,1316,250,47,2700.0,0.0531,0.19,9,0.93,0.0359,Paid Search,Google Ads
2024-03-01,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49533,985,620,24,1250.0,0.0199,0.63,7,0.46,0.0252,Paid Search,Google Ads
2024-03-01,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73452,2541,457,73,3600.0,0.0346,0.18,8,0.68,0.029,Paid Search,Bing Ads
2024-03-01,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133261,519,134,15,750.0,0.0039,0.26,7,0.36,0.0295,Organic,Google Ads
2024-03-02,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26075,1395,265,53,2600.0,0.0535,0.19,9,0.92,0.0386,Paid Search,Google Ads
2024-03-02,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47939,973,622,24,1200.0,0.0203,0.64,7,0.45,0.0254,Organic,Bing Ads
2024-03-02,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,74716,2502,450,74,3500.0,0.0335,0.18,8,0.68,0.0299,Paid Search,Google Ads
2024-03-02,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,141547,523,141,15,700.0,0.0037,0.27,7,0.35,0.0293,Organic,Google Ads
2024-03-03,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23870,1236,234,46,2400.0,0.0518,0.19,9,0.91,0.038,Paid Search,Bing Ads
2024-03-03,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46904,938,619,23,1150.0,0.02,0.66,7,0.44,0.0251,Paid Search,Google Ads
2024-03-03,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67716,2227,400,65,3350.0,0.0329,0.18,8,0.67,0.0293,Paid Search,Google Ads
2024-03-03,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,137146,493,133,12,650.0,0.0036,0.27,7,0.34,0.0259,Paid Search,Bing Ads
2024-03-04,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22831,1130,214,41,2100.0,0.0495,0.19,9,0.89,0.0368,Paid Search,Google Ads
2024-03-04,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,39059,769,492,19,1000.0,0.0197,0.64,6,0.42,0.0252,Organic,Bing Ads
2024-03-04,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,62362,2014,362,55,2950.0,0.0323,0.18,8,0.65,0.0276,Paid Search,Google Ads
2024-03-04,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,120971,447,125,11,600.0,0.0037,0.28,7,0.33,0.0268,Organic,Bing Ads
2024-03-05,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22078,1088,206,42,2050.0,0.0493,0.19,9,0.88,0.0393,Paid Search,Google Ads
2024-03-05,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,39214,799,519,19,950.0,0.0204,0.65,6,0.41,0.0242,Paid Search,Bing Ads
2024-03-05,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,64161,2040,346,58,2850.0,0.0318,0.17,8,0.63,0.0286,Paid Search,Bing Ads
2024-03-05,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127525,446,124,11,550.0,0.0035,0.28,7,0.32,0.0248,Paid Search,Bing Ads
2024-03-06,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24959,1305,247,46,2350.0,0.0523,0.19,9,0.91,0.0356,Paid Search,Bing Ads
2024-03-06,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45033,891,588,23,1100.0,0.0198,0.66,7,0.44,0.0268,Paid Search,Bing Ads
2024-03-06,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65807,2211,397,66,3200.0,0.0336,0.18,8,0.66,0.03,Paid Search,Google Ads
2024-03-06,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134996,485,130,14,650.0,0.0036,0.27,7,0.34,0.029,Paid Search,Google Ads
2024-03-07,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23815,1228,233,48,2550.0,0.0516,0.19,9,0.92,0.0395,Paid Search,Google Ads
2024-03-07,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42851,839,528,21,1200.0,0.0196,0.63,7,0.45,0.0259,Paid Search,Bing Ads
2024-03-07,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,75639,2526,454,72,3450.0,0.0334,0.18,8,0.67,0.0286,Paid Search,Google Ads
2024-03-07,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142565,513,138,14,700.0,0.0036,0.27,7,0.35,0.0285,Paid Search,Google Ads
2024-03-08,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26050,1401,266,54,2750.0,0.0538,0.19,9,0.93,0.0391,Paid Search,Bing Ads
2024-03-08,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49186,988,622,26,1300.0,0.0201,0.63,7,0.46,0.0269,Paid Search,Google Ads
2024-03-08,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69530,2350,423,68,3650.0,0.0338,0.18,8,0.69,0.0292,Paid Search,Google Ads
2024-03-08,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,148462,579,156,16,750.0,0.0039,0.27,7,0.36,0.0293,Paid Search,Bing Ads
2024-03-09,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28891,1531,306,58,2900.0,0.053,0.2,9,0.94,0.0381,Paid Search,Google Ads
2024-03-09,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45919,918,587,24,1350.0,0.02,0.64,7,0.47,0.0264,Paid Search,Google Ads
2024-03-09,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,77024,2672,480,76,3750.0,0.0347,0.18,8,0.7,0.0287,Paid Search,Google Ads
2024-03-09,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,141029,521,135,14,800.0,0.0037,0.26,7,0.37,0.0284,Paid Search,Bing Ads
2024-03-10,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25428,1317,250,51,2650.0,0.0518,0.19,9,0.92,0.0388,Organic,Google Ads
2024-03-10,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48174,953,600,24,1250.0,0.0198,0.63,7,0.46,0.0261,Paid Search,Bing Ads
2024-03-10,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69470,2355,400,68,3550.0,0.0339,0.17,8,0.69,0.0291,Paid Search,Google Ads
2024-03-10,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,139005,514,133,14,750.0,0.0037,0.26,7,0.36,0.0288,Paid Search,Bing Ads
2024-03-11,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23576,1230,233,48,2450.0,0.0522,0.19,9,0.91,0.0391,Paid Search,Bing Ads
2024-03-11,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49296,946,595,25,1200.0,0.0192,0.63,7,0.45,0.0268,Paid Search,Google Ads
2024-03-11,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67576,2243,403,63,3400.0,0.0332,0.18,8,0.68,0.0285,Paid Search,Bing Ads
2024-03-11,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129868,467,130,13,700.0,0.0036,0.28,7,0.35,0.028,Paid Search,Bing Ads
2024-03-12,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22195,1131,214,40,2200.0,0.051,0.19,9,0.9,0.0361,Paid Search,Google Ads
2024-03-12,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41532,784,533,20,1050.0,0.0189,0.68,7,0.43,0.0256,Paid Search,Google Ads
2024-03-12,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68662,2183,392,59,3050.0,0.0318,0.18,8,0.66,0.0272,Paid Search,Google Ads
2024-03-12,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,124165,434,121,11,600.0,0.0035,0.28,7,0.33,0.0269,Paid Search,Google Ads
2024-03-13,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24940,1249,237,47,2350.0,0.0501,0.19,9,0.91,0.0378,Paid Search,Bing Ads
2024-03-13,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46515,934,597,25,1150.0,0.0201,0.64,7,0.44,0.0268,Paid Search,Google Ads
2024-03-13,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65459,2153,387,63,3300.0,0.0329,0.18,8,0.67,0.0294,Paid Search,Google Ads
2024-03-13,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,126448,455,127,12,650.0,0.0036,0.28,7,0.34,0.0277,Organic,Google Ads
2024-03-14,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25676,1317,250,48,2500.0,0.0513,0.19,9,0.92,0.0365,Paid Search,Google Ads
2024-03-14,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48715,998,638,27,1200.0,0.0205,0.64,7,0.45,0.0273,Paid Search,Google Ads
2024-03-14,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65985,2177,370,62,3400.0,0.033,0.17,8,0.67,0.0285,Paid Search,Bing Ads
2024-03-14,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,143585,516,139,15,700.0,0.0036,0.27,7,0.35,0.0303,Paid Search,Bing Ads
2024-02-15,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23748,1287,244,45,2250.0,0.0542,0.19,9,0.92,0.035,Paid Search,Bing Ads
2024-02-15,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47863,928,584,24,1150.0,0.0194,0.63,7,0.45,0.0261,Paid Search,Google Ads
2024-02-15,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,64045,2177,391,61,3350.0,0.034,0.18,8,0.67,0.0284,Organic,Google Ads
2024-02-16,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24689,1323,251,49,2400.0,0.0536,0.19,9,0.91,0.0375,Paid Search,Bing Ads
2024-02-16,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41739,776,504,19,1050.0,0.0186,0.65,7,0.44,0.0257,Paid Search,Bing Ads
2024-02-16,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72480,2471,469,72,3550.0,0.0341,0.19,8,0.68,0.0295,Paid Search,Bing Ads
2024-02-17,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22985,1172,222,45,2100.0,0.051,0.19,9,0.93,0.0387,Paid Search,Bing Ads
2024-02-17,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47009,968,600,25,1250.0,0.0206,0.62,6,0.43,0.026,Paid Search,Google Ads
2024-02-17,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,115036,414,111,10,600.0,0.0036,0.27,7,0.35,0.0252,Paid Search,Bing Ads
2024-02-18,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23935,1225,232,46,2500.0,0.0512,0.19,9,0.92,0.0376,Organic,Bing Ads
2024-02-18,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67984,2209,397,65,3250.0,0.0325,0.18,8,0.66,0.0298,Paid Search,Bing Ads
2024-02-18,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129556,466,130,13,700.0,0.0036,0.28,7,0.36,0.0297,Organic,Bing Ads
2024-02-19,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22163,1139,205,43,2300.0,0.0514,0.18,9,0.91,0.0381,Paid Search,Bing Ads
2024-02-19,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46363,917,577,24,1200.0,0.0198,0.63,7,0.45,0.0269,Paid Search,Google Ads
2024-02-19,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,132664,490,137,13,650.0,0.0037,0.28,7,0.34,0.0285,Organic,Google Ads
2024-02-20,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23444,1202,228,45,2350.0,0.0513,0.19,9,0.92,0.038,Organic,Google Ads
2024-02-20,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,74522,2421,435,73,3450.0,0.0325,0.18,8,0.67,0.0302,Paid Search,Google Ads
2024-02-20,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,137792,509,142,13,650.0,0.0037,0.28,7,0.35,0.0266,Paid Search,Google Ads
2024-02-21,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28524,1520,288,56,2700.0,0.0533,0.19,9,0.93,0.0373,Paid Search,Google Ads
2024-02-21,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45051,910,600,23,1100.0,0.0202,0.66,6,0.44,0.0262,Organic,Google Ads
2024-02-21,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65233,2152,387,62,3300.0,0.033,0.18,8,0.66,0.0292,Paid Search,Bing Ads
2024-02-22,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22456,1129,214,42,2150.0,0.0503,0.19,9,0.91,0.0379,Paid Search,Google Ads
2024-02-22,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46936,943,603,23,1300.0,0.0201,0.64,7,0.46,0.0251,Paid Search,Google Ads
2024-02-22,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,119267,429,115,10,550.0,0.0036,0.27,7,0.34,0.0246,Paid Search,Google Ads
2024-02-23,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24872,1256,226,48,2450.0,0.0505,0.18,9,0.92,0.0384,Paid Search,Google Ads
2024-02-23,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72808,2388,429,66,3500.0,0.0328,0.18,8,0.68,0.0278,Paid Search,Google Ads
2024-02-23,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,137741,468,126,12,600.0,0.0034,0.27,7,0.35,0.026,Paid Search,Google Ads
2024-02-24,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23444,1221,231,44,2400.0,0.0521,0.19,9,0.91,0.0363,Paid Search,Bing Ads
2024-02-24,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48240,940,611,24,1150.0,0.0195,0.65,7,0.45,0.0257,Paid Search,Google Ads
2024-02-24,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,63597,2124,382,57,3200.0,0.0334,0.18,8,0.67,0.0273,Paid Search,Google Ads
2024-02-25,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26790,1366,259,51,2600.0,0.051,0.19,9,0.92,0.0378,Paid Search,Google Ads
2024-02-25,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,51036,1000,660,27,1300.0,0.0196,0.66,7,0.46,0.0278,Paid Search,Bing Ads
2024-02-25,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73057,2454,441,71,3550.0,0.0336,0.18,8,0.68,0.0292,Paid Search,Google Ads
2024-02-25,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142500,527,152,14,750.0,0.0037,0.29,7,0.36,0.028,Paid Search,Google Ads
2024-02-26,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26641,1427,271,54,2450.0,0.0536,0.19,9,0.91,0.038,Organic,Google Ads
2024-02-26,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43741,870,582,23,1200.0,0.0199,0.67,7,0.45,0.0272,Paid Search,Bing Ads
2024-02-26,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65781,2249,404,66,3300.0,0.0342,0.18,8,0.67,0.0296,Paid Search,Google Ads
2024-02-26,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138841,513,133,15,700.0,0.0037,0.26,7,0.35,0.0298,Paid Search,Google Ads
2024-02-27,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21672,1111,211,39,2150.0,0.0513,0.19,9,0.9,0.0354,Organic,Google Ads
2024-02-27,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42288,845,549,20,1050.0,0.02,0.65,6,0.43,0.0243,Paid Search,Google Ads
2024-02-27,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67044,2259,406,64,3000.0,0.0337,0.18,8,0.65,0.0285,Paid Search,Google Ads
2024-02-27,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,124816,436,117,11,600.0,0.0035,0.27,7,0.33,0.0275,Paid Search,Bing Ads
2024-02-28,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22318,1111,211,43,2050.0,0.0498,0.19,9,0.89,0.0391,Paid Search,Google Ads
2024-02-28,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40011,784,486,19,950.0,0.0196,0.62,6,0.42,0.0249,Paid Search,Google Ads
2024-02-28,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,59450,1973,355,57,2900.0,0.0332,0.18,8,0.64,0.0289,Paid Search,Google Ads
2024-02-28,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,113361,396,114,10,550.0,0.0035,0.29,7,0.32,0.0277,Organic,Google Ads
2024-02-29,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24184,1247,224,45,2300.0,0.0516,0.18,9,0.91,0.0363,Paid Search,Bing Ads
2024-02-29,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44719,867,580,22,1100.0,0.0194,0.67,7,0.44,0.0258,Paid Search,Google Ads
2024-02-29,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69775,2344,421,67,3250.0,0.0336,0.18,8,0.66,0.029,Paid Search,Google Ads
2024-02-29,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,132653,477,128,13,650.0,0.0036,0.27,7,0.34,0.0289,Paid Search,Google Ads
2024-03-01,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24856,1332,239,51,2550.0,0.0536,0.18,9,0.92,0.0389,Paid Search,Bing Ads
2024-03-01,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42144,851,553,22,1200.0,0.0202,0.65,7,0.45,0.0259,Paid Search,Google Ads
2024-03-01,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,65816,2283,410,66,3450.0,0.0347,0.18,8,0.67,0.0292,Paid Search,Google Ads
2024-03-01,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138793,513,133,14,700.0,0.0037,0.26,7,0.35,0.0284,Paid Search,Bing Ads
2024-03-02,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28700,1544,293,54,2700.0,0.0538,0.19,9,0.93,0.0352,Paid Search,Bing Ads
2024-03-02,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,50815,1067,682,26,1250.0,0.021,0.64,7,0.46,0.0253,Organic,Google Ads
2024-03-02,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71013,2492,448,69,3600.0,0.0351,0.18,8,0.68,0.0278,Paid Search,Bing Ads
2024-03-02,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,135515,528,137,14,750.0,0.0039,0.26,7,0.36,0.0283,Paid Search,Google Ads
2024-03-03,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26466,1423,270,51,2600.0,0.0538,0.19,9,0.92,0.0365,Paid Search,Google Ads
2024-03-03,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43737,892,553,22,1200.0,0.0204,0.62,7,0.45,0.0247,Paid Search,Google Ads
2024-03-03,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68168,2276,409,63,3500.0,0.0334,0.18,8,0.68,0.0277,Paid Search,Bing Ads
2024-03-03,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,130221,481,129,13,700.0,0.0037,0.27,7,0.35,0.0271,Paid Search,Google Ads
2024-03-04,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23749,1225,232,46,2400.0,0.0516,0.19,9,0.91,0.0376,Organic,Bing Ads
2024-03-04,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44730,894,598,23,1150.0,0.02,0.67,7,0.44,0.0258,Paid Search,Bing Ads
2024-03-04,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68477,2287,411,63,3350.0,0.0334,0.18,8,0.67,0.0278,Paid Search,Bing Ads
2024-03-04,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,139165,487,131,13,650.0,0.0035,0.27,7,0.34,0.0281,Paid Search,Google Ads
2024-03-05,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21250,1075,193,41,2100.0,0.0506,0.18,9,0.89,0.0385,Paid Search,Bing Ads
2024-03-05,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40152,786,503,20,1000.0,0.0196,0.64,6,0.42,0.0256,Organic,Bing Ads
2024-03-05,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,62194,1983,356,57,2950.0,0.0319,0.18,8,0.65,0.0292,Paid Search,Google Ads
2024-03-05,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,122869,430,116,11,600.0,0.0035,0.27,7,0.33,0.026,Paid Search,Google Ads
2024-03-06,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,20548,1043,198,40,2050.0,0.0508,0.19,9,0.88,0.0393,Paid Search,Bing Ads
2024-03-06,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41910,821,525,20,950.0,0.0196,0.64,6,0.41,0.0248,Paid Search,Google Ads
2024-03-06,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66119,2082,374,56,2850.0,0.0315,0.18,8,0.63,0.0273,Organic,Bing Ads
2024-03-06,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,111591,390,109,9,550.0,0.0035,0.28,7,0.32,0.0254,Paid Search,Google Ads
2024-03-07,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25369,1344,255,51,2350.0,0.053,0.19,9,0.91,0.0381,Paid Search,Google Ads
2024-03-07,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43926,856,564,22,1100.0,0.0195,0.66,7,0.44,0.0263,Paid Search,Google Ads
2024-03-07,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68267,2252,405,66,3200.0,0.033,0.18,8,0.66,0.0294,Paid Search,Google Ads
2024-03-07,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,120596,434,125,12,650.0,0.0036,0.29,7,0.34,0.0291,Organic,Google Ads
2024-03-08,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24471,1323,251,51,2550.0,0.0541,0.19,9,0.92,0.0391,Organic,Google Ads
2024-03-08,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47559,951,608,25,1200.0,0.02,0.64,7,0.45,0.0273,Paid Search,Google Ads
2024-03-08,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67500,2227,400,64,3450.0,0.033,0.18,8,0.67,0.0288,Paid Search,Google Ads
2024-03-08,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136209,517,134,15,700.0,0.0038,0.26,7,0.35,0.0299,Paid Search,Google Ads
2024-03-09,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25970,1360,258,49,2750.0,0.0524,0.19,9,0.93,0.0367,Paid Search,Google Ads
2024-03-09,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49204,1008,614,26,1300.0,0.0205,0.61,7,0.46,0.0264,Paid Search,Google Ads
2024-03-09,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,76179,2635,474,79,3650.0,0.0346,0.18,8,0.69,0.0301,Paid Search,Google Ads
2024-03-09,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,141546,552,143,15,750.0,0.0039,0.26,7,0.36,0.0283,Paid Search,Google Ads
2024-03-10,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26368,1397,265,53,2900.0,0.053,0.19,9,0.94,0.0383,Paid Search,Google Ads
2024-03-10,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,51860,1052,662,29,1350.0,0.0203,0.63,7,0.47,0.028,Paid Search,Google Ads
