date,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions,video_views,video_watch_25,video_watch_50,video_watch_75,video_watch_100,likes,shares,comments,ctr,cpc,conversion_rate,view_rate,channel,data_source
2024-02-28,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,166800,3269,849,91,111639,83567,56234,42345,28234,5523,1589,301,0.0196,0.26,0.0281,0.6693,Paid Social,StackAdapt
2024-02-28,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,241419,3935,472,33,188499,148901,117890,76234,46234,8734,2401,578,0.0163,0.12,0.0085,0.7808,Paid Social,TikTok Ads
2024-02-28,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,402379,6558,1049,101,348902,296234,237890,168234,111234,19234,5534,1523,0.0163,0.16,0.0155,0.8671,Paid Social,StackAdapt
2024-02-29,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,300560,4478,582,44,240207,179234,112234,75678,50234,10123,2712,645,0.0149,0.13,0.01,0.7992,Paid Social,Amazon Ad Server
2024-02-29,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,147142,2883,749,74,99585,79567,53678,40234,26890,5234,1456,278,0.0196,0.26,0.0259,0.6768,Paid Social,Amazon Ad Server
2024-02-29,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,247065,3903,468,33,195576,142345,112345,72345,43789,8456,2267,545,0.0158,0.12,0.0087,0.7916,Paid Social,TikTok Ads
2024-02-29,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,399188,6546,981,98,320907,287234,229234,162345,107890,18756,5345,1456,0.0164,0.15,0.015,0.8039,Paid Social,StackAdapt
2024-03-01,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,247011,3556,462,38,200350,163567,102567,69567,46567,9123,2423,601,0.0144,0.13,0.0107,0.8111,Paid Social,StackAdapt
2024-03-01,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,150102,2881,806,80,107157,72345,48901,36789,24890,4901,1356,256,0.0192,0.28,0.0278,0.7139,Paid Social,TikTok Ads
2024-03-01,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,226335,3666,439,31,175047,131567,103567,67234,40567,8012,2201,523,0.0162,0.12,0.0085,0.7734,Paid Social,TikTok Ads
2024-03-01,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,358639,5630,900,85,292183,258901,207890,147234,97456,16901,4912,1345,0.0157,0.16,0.0151,0.8147,Paid Social,StackAdapt
2024-03-02,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,220254,3281,426,32,187942,153456,96234,65234,43567,8756,2234,534,0.0149,0.13,0.0098,0.8533,Paid Social,StackAdapt
2024-03-02,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134875,2535,684,68,95572,67234,45234,34234,23456,4567,1234,234,0.0188,0.27,0.0269,0.7086,Paid Social,StackAdapt
2024-03-02,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,211167,3315,397,28,158987,121234,96234,61234,37456,7345,2034,489,0.0157,0.12,0.0085,0.7529,Paid Social,StackAdapt
2024-03-02,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,346700,5789,868,90,291332,245678,196789,140234,93456,16234,4789,1289,0.0167,0.15,0.0157,0.8403,Paid Social,TikTok Ads
2024-03-03,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,257861,3842,499,38,207629,173456,109234,73567,49234,9789,2634,623,0.0149,0.13,0.0101,0.8052,Paid Social,Amazon Ad Server
2024-03-03,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,157251,2940,793,82,105531,76234,51234,38567,25789,5123,1456,278,0.0187,0.27,0.0279,0.6711,Paid Social,StackAdapt
2024-03-03,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,227665,3642,437,30,180788,137890,108901,70567,42789,8456,2301,545,0.016,0.12,0.0083,0.7941,Paid Social,TikTok Ads
2024-03-03,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,406854,6713,1074,100,342123,267890,214567,151234,99567,17756,5012,1389,0.0165,0.16,0.015,0.8409,Paid Social,TikTok Ads
2024-03-04,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,274253,3949,552,39,233197,182345,114567,77234,51234,10345,2789,656,0.0144,0.14,0.0099,0.8503,Paid Social,TikTok Ads
2024-03-04,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156694,3024,846,85,107210,81234,54678,41234,27567,5456,1567,289,0.0193,0.28,0.0283,0.6842,Paid Social,TikTok Ads
2024-03-04,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,261071,4151,498,37,208151,148234,117234,75234,45789,8567,2345,567,0.0159,0.12,0.009,0.7973,Paid Social,TikTok Ads
2024-03-04,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,391114,6296,944,96,344610,289234,231456,164567,109234,18890,5456,1489,0.0161,0.15,0.0153,0.8811,Paid Social,TikTok Ads
2024-03-05,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,313870,4676,654,47,260951,200234,125678,84567,56234,11234,3012,723,0.0149,0.14,0.0101,0.8314,Paid Social,TikTok Ads
2024-03-05,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,178904,3488,872,93,121940,91234,61567,46234,30789,5890,1678,334,0.0195,0.25,0.0269,0.6816,Paid Social,TikTok Ads
2024-03-05,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,252430,3786,492,32,196895,160234,126789,81234,49234,9123,2567,612,0.015,0.13,0.0086,0.78,Paid Social,TikTok Ads
2024-03-05,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,447884,7121,1068,115,364980,312345,249234,177890,118234,20234,5912,1623,0.0159,0.15,0.0162,0.8149,Paid Social,Amazon Ad Server
2024-03-06,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,335061,5059,708,53,271969,208901,131234,88234,58901,11567,3134,734,0.0151,0.14,0.0105,0.8117,Paid Social,TikTok Ads
2024-03-06,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,192903,3800,988,98,145757,95678,64567,48567,32345,6123,1734,345,0.0197,0.26,0.026,0.7556,Paid Social,Amazon Ad Server
2024-03-06,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,294602,4507,585,40,226077,168901,133456,85678,51789,9456,2634,623,0.0153,0.13,0.0089,0.7674,Paid Social,TikTok Ads
2024-03-06,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,485823,7724,1235,120,408042,323456,258901,184567,122345,20789,6034,1678,0.0159,0.16,0.0156,0.8399,Paid Social,TikTok Ads
2024-03-07,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,308387,4533,589,45,258890,191234,119234,80234,53456,10789,2901,689,0.0147,0.13,0.0101,0.8395,Paid Social,TikTok Ads
2024-03-07,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,156127,2950,796,79,113176,87234,58901,44234,29567,5678,1634,312,0.0189,0.27,0.0271,0.7249,Paid Social,StackAdapt
2024-03-07,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,252382,3937,472,37,205918,152345,120456,77890,47234,8901,2456,589,0.0156,0.12,0.0094,0.8159,Paid Social,TikTok Ads
2024-03-07,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,441735,6979,1116,108,361825,304567,243456,172345,114567,19567,5678,1567,0.0158,0.16,0.0155,0.8191,Paid Social,TikTok Ads
2024-03-08,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,261931,3876,503,40,216381,179234,112234,75678,50234,10123,2712,645,0.0148,0.13,0.0104,0.8261,Paid Social,Amazon Ad Server
2024-03-08,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,158375,3009,812,78,113539,79567,53678,40234,26890,5234,1456,278,0.019,0.27,0.0262,0.7169,Paid Social,TikTok Ads
2024-03-08,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236216,3732,447,32,186138,142345,112345,72345,43789,8456,2267,545,0.0158,0.12,0.0088,0.788,Paid Social,TikTok Ads
2024-03-08,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,440523,7004,1120,109,371625,287234,229234,162345,107890,18756,5345,1456,0.0159,0.16,0.0157,0.8436,Paid Social,TikTok Ads
2024-03-09,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,272191,4082,530,39,220039,173456,109234,73567,49234,9789,2634,623,0.015,0.13,0.0097,0.8084,Paid Social,TikTok Ads
2024-03-09,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,137717,2589,673,68,98013,74567,50234,37890,25234,5012,1423,267,0.0188,0.26,0.0264,0.7117,Paid Social,TikTok Ads
2024-03-09,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,232192,3784,454,32,185474,135234,106789,69234,41789,8234,2267,534,0.0163,0.12,0.0086,0.7988,Paid Social,Amazon Ad Server
2024-03-09,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,375453,6007,961,97,324316,267890,214567,151234,99567,17234,5012,1378,0.016,0.16,0.0163,0.8638,Paid Social,TikTok Ads
2024-03-10,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,271420,3908,508,37,217163,182345,114567,77234,51234,10345,2789,656,0.0144,0.13,0.0097,0.8001,Paid Social,StackAdapt
2024-03-10,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,144353,2699,728,74,104771,81234,54678,41234,27567,5456,1567,289,0.0187,0.27,0.0276,0.7258,Paid Social,TikTok Ads
2024-03-10,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,232330,3740,448,31,175966,148234,117234,75234,45789,8567,2345,567,0.0161,0.12,0.0084,0.7574,Paid Social,TikTok Ads
2024-03-10,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,395727,6252,937,97,347804,289234,231456,164567,109234,18890,5456,1489,0.0158,0.15,0.0156,0.8789,Paid Social,StackAdapt
2024-03-11,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,313258,4730,614,46,263449,188234,117890,79234,52789,10567,2856,667,0.0151,0.13,0.0098,0.841,Paid Social,TikTok Ads
2024-03-11,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,150381,2857,771,77,100650,83567,56234,42345,28234,5523,1589,301,0.019,0.27,0.027,0.6693,Paid Social,StackAdapt
2024-03-11,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,239163,3707,444,31,191760,150567,119234,76890,46567,8678,2378,556,0.0155,0.12,0.0086,0.8018,Paid Social,TikTok Ads
2024-03-11,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,446681,7370,1105,112,362213,296234,237890,168234,111234,19234,5534,1523,0.0165,0.15,0.0153,0.8109,Paid Social,Amazon Ad Server
2024-02-12,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,222972,3277,426,33,195256,156234,98234,67234,45234,8923,2345,567,0.0147,0.13,0.0103,0.8757,Paid Social,TikTok Ads
2024-02-12,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128906,2449,734,67,90131,67234,45234,34234,23456,4567,1234,234,0.019,0.3,0.0277,0.6992,Paid Social,TikTok Ads
2024-02-12,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,180710,2710,325,22,137429,112345,89234,56789,34567,6789,1890,456,0.015,0.12,0.0082,0.7605,Paid Social,Amazon Ad Server
2024-02-13,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,247389,3636,472,35,218691,163456,102345,70234,47234,9234,2456,589,0.0147,0.13,0.0098,0.884,Paid Social,Amazon Ad Server
2024-02-13,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,124014,2393,646,63,89600,71234,48234,36234,24567,4789,1345,245,0.0193,0.27,0.0266,0.7225,Paid Social,TikTok Ads
2024-02-13,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,183657,2718,326,21,137706,117234,93234,59234,36234,7123,1967,478,0.0148,0.12,0.008,0.7498,Paid Social,TikTok Ads
2024-02-14,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,236905,3529,458,35,204330,148234,93234,63456,43234,8567,2234,534,0.0149,0.13,0.01,0.8625,Paid Social,StackAdapt
2024-02-14,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,107043,2055,616,58,76460,61234,41234,31234,21234,4234,1123,212,0.0192,0.3,0.0285,0.7143,Paid Social,TikTok Ads
2024-02-14,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,326724,5390,808,80,268371,234567,189234,134567,89234,15678,4567,1234,0.0165,0.15,0.015,0.8214,Paid Social,Amazon Ad Server
2024-02-15,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,252365,3861,501,38,214106,170234,107234,72456,48456,9567,2567,612,0.0153,0.13,0.0101,0.8484,Paid Social,TikTok Ads
2024-02-15,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,193169,2955,354,24,153762,121234,96234,61234,37456,7345,2034,489,0.0153,0.12,0.0084,0.796,Paid Social,TikTok Ads
2024-02-15,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,348669,5787,925,92,276912,245678,196789,140234,93456,16234,4789,1289,0.0166,0.16,0.016,0.7942,Paid Social,TikTok Ads
2024-02-16,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,238402,3552,461,34,202641,156789,98789,67789,45456,8945,2367,578,0.0149,0.13,0.0097,0.85,Paid Social,TikTok Ads
2024-02-16,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,125944,2367,639,64,85289,68234,45789,34567,23678,4678,1267,237,0.0188,0.27,0.0273,0.6772,Paid Social,TikTok Ads
2024-02-16,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,371705,5984,957,90,291974,239234,191234,136234,90234,15890,4634,1256,0.0161,0.16,0.0151,0.7855,Paid Social,TikTok Ads
2024-02-17,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,259315,3811,533,40,208152,173456,109234,73567,49234,9789,2634,623,0.0147,0.14,0.0105,0.8027,Paid Social,Amazon Ad Server
2024-02-17,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,215492,3447,413,29,162502,124567,98901,63234,38234,7567,2089,501,0.016,0.12,0.0086,0.7541,Paid Social,TikTok Ads
2024-02-17,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,397293,6237,997,97,334600,251234,201234,143456,95234,16567,4823,1312,0.0157,0.16,0.0157,0.8422,Paid Social,StackAdapt
2024-02-18,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,295250,4399,571,46,239447,179234,112234,75678,50234,10123,2712,645,0.0149,0.13,0.0105,0.811,Paid Social,Amazon Ad Server
2024-02-18,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,136060,2680,723,72,91337,72345,48901,36789,24890,4901,1356,256,0.0197,0.27,0.0269,0.6713,Paid Social,TikTok Ads
2024-02-18,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,206302,3156,378,26,162339,128234,101234,65234,39456,7789,2145,512,0.0153,0.12,0.0085,0.7869,Paid Social,TikTok Ads
2024-02-19,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,251091,3766,489,37,198186,158901,99567,68234,45789,8978,2389,590,0.015,0.13,0.01,0.7893,Paid Social,TikTok Ads
2024-02-19,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,121706,2239,649,61,83405,63456,42345,32234,22234,4345,1189,223,0.0184,0.29,0.0276,0.6853,Paid Social,TikTok Ads
2024-02-19,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,396001,6375,1020,102,323176,258901,207890,147234,97456,16901,4912,1345,0.0161,0.16,0.0161,0.8161,Paid Social,TikTok Ads
2024-02-20,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,300757,4300,559,45,237056,182345,114567,77234,51234,10345,2789,656,0.0143,0.13,0.0105,0.7882,Paid Social,Amazon Ad Server
2024-02-20,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,204411,3209,385,28,166206,131567,103567,67234,40567,8012,2201,523,0.0157,0.12,0.0088,0.8131,Paid Social,TikTok Ads
2024-02-20,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,382504,6158,985,96,323292,267890,214567,151234,99567,17234,5012,1378,0.0161,0.16,0.0157,0.8452,Paid Social,TikTok Ads
2024-02-21,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,273797,4024,523,43,231878,163567,102567,69567,46567,9123,2423,601,0.0147,0.13,0.0108,0.8469,Paid Social,TikTok Ads
2024-02-21,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134403,2634,684,73,90050,74567,50234,37890,25234,5012,1423,267,0.0196,0.26,0.0278,0.67,Paid Social,TikTok Ads
2024-02-21,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,218350,3493,419,30,169592,135234,106789,69234,41789,8234,2267,534,0.016,0.12,0.0088,0.7767,Paid Social,StackAdapt
2024-02-22,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,275873,4193,545,40,226657,182345,114567,77234,51234,10345,2789,656,0.0152,0.13,0.0097,0.8216,Paid Social,StackAdapt
2024-02-22,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,162630,3024,816,78,113418,81234,54678,41234,27567,5456,1567,289,0.0186,0.27,0.026,0.6974,Paid Social,TikTok Ads
2024-02-22,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,246016,3936,472,35,207096,143567,113456,73456,44567,8789,2434,567,0.016,0.12,0.0089,0.8418,Paid Social,TikTok Ads
2024-02-22,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,383005,6128,919,89,332754,278901,223456,159234,105678,18234,5234,1456,0.016,0.15,0.0146,0.8688,Paid Social,Amazon Ad Server
2024-02-23,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,277677,4137,537,43,227417,173456,109234,73567,49234,9789,2634,623,0.0149,0.13,0.0106,0.819,Paid Social,TikTok Ads
2024-02-23,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,146125,2820,761,77,106539,76234,51234,38567,25789,5123,1456,278,0.0193,0.27,0.0275,0.7291,Paid Social,StackAdapt
2024-02-23,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,227931,3646,437,31,176623,137890,108901,70567,42789,8456,2301,545,0.016,0.12,0.0086,0.7749,Paid Social,TikTok Ads
2024-02-23,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,380144,6120,918,90,311718,267890,214567,151234,99567,17756,5012,1389,0.0161,0.15,0.0148,0.82,Paid Social,TikTok Ads
2024-02-24,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,245318,3704,518,35,216149,156234,98234,67234,45234,8923,2345,567,0.0151,0.14,0.0095,0.8811,Paid Social,TikTok Ads
2024-02-24,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,135199,2622,707,72,92651,71234,48234,36234,24567,4789,1345,245,0.0194,0.27,0.0275,0.6853,Paid Social,Amazon Ad Server
2024-02-24,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,213308,3370,404,26,172438,121234,96234,61234,37456,7345,2034,489,0.0158,0.12,0.008,0.8084,Paid Social,StackAdapt
2024-02-24,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,370148,6033,904,95,292231,245678,196789,140234,93456,16234,4789,1289,0.0163,0.15,0.0159,0.7895,Paid Social,StackAdapt
2024-02-25,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,217353,3108,404,30,174925,148234,93234,63456,43234,8567,2234,534,0.0143,0.13,0.0099,0.8048,Paid Social,StackAdapt
2024-02-25,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,135219,2555,689,68,95478,68234,45789,34567,23678,4678,1267,237,0.0189,0.27,0.0267,0.7061,Paid Social,TikTok Ads
2024-02-25,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,207045,3229,387,27,160542,117234,93234,59234,36234,7123,1967,478,0.0156,0.12,0.0086,0.7754,Paid Social,TikTok Ads
2024-02-25,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,342646,5516,827,89,282066,239234,191234,136234,90234,15890,4634,1256,0.0161,0.15,0.0162,0.8232,Paid Social,TikTok Ads
2024-02-26,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,258717,3829,497,37,210699,163456,102345,70234,47234,9234,2456,589,0.0148,0.13,0.0097,0.8144,Paid Social,TikTok Ads
2024-02-26,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,145571,2765,746,78,97736,72345,48901,36789,24890,4901,1356,256,0.019,0.27,0.0285,0.6714,Paid Social,TikTok Ads
2024-02-26,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,227975,3533,423,29,172075,128234,101234,65234,39456,7789,2145,512,0.0155,0.12,0.0084,0.7548,Paid Social,TikTok Ads
2024-02-26,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367025,6092,913,93,317183,251234,201234,143456,95234,16567,4823,1312,0.0166,0.15,0.0154,0.8642,Paid Social,TikTok Ads
2024-02-27,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,305839,4434,576,45,250818,182345,114567,77234,51234,10345,2789,656,0.0145,0.13,0.0103,0.8201,Paid Social,StackAdapt
2024-02-27,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,152834,2919,788,81,110101,81234,54678,41234,27567,5456,1567,289,0.0191,0.27,0.0279,0.7204,Paid Social,StackAdapt
2024-02-27,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,236743,3669,440,32,181581,148234,117234,75234,45789,8567,2345,567,0.0155,0.12,0.0088,0.767,Paid Social,TikTok Ads
2024-02-27,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,413739,6619,992,104,344272,289234,231456,164567,109234,18890,5456,1489,0.016,0.15,0.0158,0.8321,Paid Social,TikTok Ads
2024-02-28,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,301640,4403,572,45,248279,191234,119234,80234,53456,10789,2901,689,0.0146,0.13,0.0103,0.8231,Paid Social,TikTok Ads
2024-02-28,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,157488,3102,806,84,111800,87234,58901,44234,29567,5678,1634,312,0.0197,0.26,0.0271,0.7099,Paid Social,Amazon Ad Server
2024-02-28,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,266260,4260,511,36,200094,152345,120456,77890,47234,8901,2456,589,0.016,0.12,0.0086,0.7515,Paid Social,TikTok Ads
2024-02-28,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,432869,7142,1071,115,359324,304567,243456,172345,114567,19567,5678,1567,0.0165,0.15,0.0162,0.8301,Paid Social,TikTok Ads
2024-02-29,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267629,3827,497,39,214103,184567,115678,78234,52345,10456,2812,678,0.0143,0.13,0.0102,0.8,Paid Social,TikTok Ads
2024-02-29,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,165820,3084,801,86,111994,83567,56234,42345,28234,5523,1589,301,0.0186,0.26,0.028,0.6754,Paid Social,Amazon Ad Server
2024-02-29,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,246518,3870,503,34,201651,148901,117890,76234,46234,8734,2401,578,0.0157,0.13,0.0088,0.818,Paid Social,TikTok Ads
2024-02-29,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,449360,7459,1193,114,390628,296234,237890,168234,111234,19234,5534,1523,0.0166,0.16,0.0154,0.8693,Paid Social,TikTok Ads
2024-03-01,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,295216,4487,583,44,245088,179234,112234,75678,50234,10123,2712,645,0.0152,0.13,0.01,0.8302,Paid Social,Amazon Ad Server
2024-03-01,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,150179,2958,798,77,102917,79567,53678,40234,26890,5234,1456,278,0.0197,0.27,0.0262,0.6853,Paid Social,TikTok Ads
2024-03-01,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,254100,4091,531,34,209607,142345,112345,72345,43789,8456,2267,545,0.0161,0.13,0.0085,0.8249,Paid Social,TikTok Ads
2024-03-01,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,395835,6531,979,96,317103,287234,229234,162345,107890,18756,5345,1456,0.0165,0.15,0.0148,0.8011,Paid Social,TikTok Ads
2024-03-02,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,237320,3464,484,37,187198,163567,102567,69567,46567,9123,2423,601,0.0146,0.14,0.0107,0.7888,Paid Social,TikTok Ads
2024-03-02,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,136514,2593,700,73,94017,72345,48901,36789,24890,4901,1356,256,0.019,0.27,0.0285,0.6887,Paid Social,Amazon Ad Server
2024-03-02,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,209029,3302,396,28,163251,131567,103567,67234,40567,8012,2201,523,0.0158,0.12,0.0085,0.781,Paid Social,TikTok Ads
2024-03-02,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,368125,5963,894,91,298328,258901,207890,147234,97456,16901,4912,1345,0.0162,0.15,0.0153,0.8104,Paid Social,TikTok Ads
2024-03-03,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,227919,3395,441,34,196967,153456,96234,65234,43567,8756,2234,534,0.0149,0.13,0.0101,0.8642,Paid Social,TikTok Ads
2024-03-03,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128804,2447,685,68,89248,67234,45234,34234,23456,4567,1234,234,0.019,0.28,0.0281,0.6929,Paid Social,TikTok Ads
2024-03-03,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,211899,3284,394,28,170260,121234,96234,61234,37456,7345,2034,489,0.0155,0.12,0.0087,0.8035,Paid Social,TikTok Ads
2024-03-03,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,359600,5969,895,96,297209,245678,196789,140234,93456,16234,4789,1289,0.0166,0.15,0.0162,0.8265,Paid Social,Amazon Ad Server
2024-03-04,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,268899,3845,499,38,228537,173456,109234,73567,49234,9789,2634,623,0.0143,0.13,0.0101,0.8499,Paid Social,Amazon Ad Server
2024-03-04,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,158727,3063,827,81,110537,76234,51234,38567,25789,5123,1456,278,0.0193,0.27,0.0266,0.6964,Paid Social,TikTok Ads
2024-03-04,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,216517,3356,402,27,175357,137890,108901,70567,42789,8456,2301,545,0.0155,0.12,0.0083,0.8099,Paid Social,TikTok Ads
2024-03-04,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,388409,6253,937,90,329137,267890,214567,151234,99567,17756,5012,1389,0.0161,0.15,0.0144,0.8474,Paid Social,TikTok Ads
2024-03-05,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,310899,4632,602,47,240449,182345,114567,77234,51234,10345,2789,656,0.0149,0.13,0.0103,0.7734,Paid Social,StackAdapt
2024-03-05,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,164875,3132,845,86,116451,81234,54678,41234,27567,5456,1567,289,0.019,0.27,0.0276,0.7063,Paid Social,StackAdapt
2024-03-05,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,248450,3900,468,35,204772,148234,117234,75234,45789,8567,2345,567,0.0157,0.12,0.009,0.8242,Paid Social,TikTok Ads
2024-03-05,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,426713,7083,1062,113,368808,289234,231456,164567,109234,18890,5456,1489,0.0166,0.15,0.016,0.8643,Paid Social,Amazon Ad Server
